ResumeIndex,ResumeDomain,MatchedJobDomain,Similarity
1193,Other Services,Finance & Accounting,0.74962676
1194,Tech & IT,Finance & Accounting,0.75340384
1195,Tech & IT,Tech & IT,0.792967
1196,Finance & Accounting,Finance & Accounting,0.7989061
1197,Finance & Accounting,Finance & Accounting,0.77781856
1198,Finance & Accounting,Finance & Accounting,0.7077375
1199,Finance & Accounting,Finance & Accounting,0.69473845
1200,HR & Operations,Finance & Accounting,0.73094153
1201,Tech & IT,Finance & Accounting,0.7469798
1202,Finance & Accounting,Finance & Accounting,0.7698494
1203,Finance & Accounting,Finance & Accounting,0.62065005
1204,Manufacturing & Construction,Finance & Accounting,0.7232186
1205,Other Services,Finance & Accounting,0.7487657
1206,Other Services,Finance & Accounting,0.7173023
1207,Finance & Accounting,Finance & Accounting,0.76032627
1208,Creative & Design,Finance & Accounting,0.6654114
1209,Finance & Accounting,Finance & Accounting,0.58604246
1210,Manufacturing & Construction,Finance & Accounting,0.61623144
1211,Tech & IT,Tech & IT,0.79749966
1212,Healthcare,Finance & Accounting,0.6259037
1213,Finance & Accounting,Finance & Accounting,0.694063
1214,Tech & IT,Tech & IT,0.73913646
1215,Finance & Accounting,Finance & Accounting,0.7632808
1216,Finance & Accounting,Finance & Accounting,0.76681405
1217,Hospitality & Food,Finance & Accounting,0.65666103
1218,Tech & IT,Tech & IT,0.7244868
1219,Creative & Design,Finance & Accounting,0.73869526
1220,Tech & IT,Tech & IT,0.79699135
1221,Finance & Accounting,Finance & Accounting,0.7700724
1222,Finance & Accounting,Finance & Accounting,0.70072556
1223,Finance & Accounting,Finance & Accounting,0.6053195
1224,Creative & Design,Finance & Accounting,0.6764971
1225,Creative & Design,Finance & Accounting,0.5871886
1226,Creative & Design,Finance & Accounting,0.71833956
1227,Creative & Design,Creative & Design,0.61782783
1228,Creative & Design,Finance & Accounting,0.6498498
1229,Other Services,Finance & Accounting,0.639735
1230,Creative & Design,Finance & Accounting,0.67337537
1231,Creative & Design,Finance & Accounting,0.6763599
1232,Creative & Design,Finance & Accounting,0.60754526
1233,Healthcare,Finance & Accounting,0.61825055
1234,Tech & IT,Tech & IT,0.60416293
1235,Creative & Design,Finance & Accounting,0.7162881
1236,Creative & Design,Creative & Design,0.7079307
1237,Finance & Accounting,Finance & Accounting,0.7366297
1238,Finance & Accounting,Finance & Accounting,0.700731
1239,Tech & IT,Tech & IT,0.7237407
1240,Creative & Design,Finance & Accounting,0.73134565
1241,Creative & Design,Finance & Accounting,0.67357886
1242,Education,Creative & Design,0.4806142
1243,Creative & Design,Finance & Accounting,0.55246913
1244,Manufacturing & Construction,Finance & Accounting,0.7147445
1245,Creative & Design,Finance & Accounting,0.54946154
1246,HR & Operations,Finance & Accounting,0.6270981
1247,Tech & IT,Finance & Accounting,0.7729384
1248,Other Services,Finance & Accounting,0.6690855
1249,Creative & Design,Creative & Design,0.5770581
1250,Creative & Design,Finance & Accounting,0.6943585
1251,Tech & IT,Tech & IT,0.8432286
1252,Creative & Design,Finance & Accounting,0.6556432
1253,Tech & IT,Tech & IT,0.7569152
1254,Finance & Accounting,Finance & Accounting,0.75283206
1255,Creative & Design,Finance & Accounting,0.6127578
1256,Creative & Design,Creative & Design,0.6257124
1257,Creative & Design,Finance & Accounting,0.72412
1258,Tech & IT,Tech & IT,0.75370747
1259,Creative & Design,Finance & Accounting,0.6977136
1260,Creative & Design,Finance & Accounting,0.7300122
1261,Finance & Accounting,Finance & Accounting,0.71323913
1262,Finance & Accounting,Finance & Accounting,0.63145477
1263,Finance & Accounting,Finance & Accounting,0.7180495
1264,Creative & Design,Finance & Accounting,0.62795496
1265,Creative & Design,Finance & Accounting,0.73216355
1266,Finance & Accounting,Finance & Accounting,0.7369463
1267,Creative & Design,Finance & Accounting,0.6369559
1268,Creative & Design,Finance & Accounting,0.64453256
1269,HR & Operations,Finance & Accounting,0.5113213
1270,Healthcare,Finance & Accounting,0.7117142
1271,Creative & Design,Finance & Accounting,0.5918246
1272,HR & Operations,Finance & Accounting,0.6195439
1273,Creative & Design,Finance & Accounting,0.69020605
1274,Creative & Design,Finance & Accounting,0.70655656
1275,Creative & Design,Finance & Accounting,0.6071213
1276,Creative & Design,Finance & Accounting,0.6511456
1277,Creative & Design,Finance & Accounting,0.6895621
1278,Creative & Design,Finance & Accounting,0.58714706
1279,Creative & Design,Finance & Accounting,0.7131623
1280,Creative & Design,Finance & Accounting,0.70972526
1281,Creative & Design,Finance & Accounting,0.69233036
1282,Finance & Accounting,Finance & Accounting,0.7332402
1283,Creative & Design,Finance & Accounting,0.48480642
1284,Creative & Design,Finance & Accounting,0.6353936
1285,Creative & Design,Finance & Accounting,0.61374795
1286,Tech & IT,Finance & Accounting,0.7503457
1287,Creative & Design,Finance & Accounting,0.7240007
1288,Creative & Design,Finance & Accounting,0.6822239
1289,Creative & Design,Finance & Accounting,0.60103565
1290,Creative & Design,Finance & Accounting,0.7034944
1291,Creative & Design,Finance & Accounting,0.63689876
1292,Finance & Accounting,Finance & Accounting,0.6964845
1293,Creative & Design,Finance & Accounting,0.56472296
1294,Finance & Accounting,Finance & Accounting,0.792451
1295,Creative & Design,Finance & Accounting,0.70144707
1296,Tech & IT,Finance & Accounting,0.7467
1297,Creative & Design,Finance & Accounting,0.5538833
1298,Creative & Design,Finance & Accounting,0.65996313
1299,Creative & Design,Finance & Accounting,0.7349758
1300,Creative & Design,Finance & Accounting,0.6392175
1301,Other Services,Finance & Accounting,0.6711577
1302,Other Services,Finance & Accounting,0.6498985
1303,Finance & Accounting,Finance & Accounting,0.7147984
1304,Creative & Design,Finance & Accounting,0.74422157
1305,Creative & Design,Finance & Accounting,0.6839464
1306,Tech & IT,Creative & Design,0.6169286
1307,Creative & Design,Finance & Accounting,0.70543647
1308,Manufacturing & Construction,Finance & Accounting,0.76014715
1309,Creative & Design,Finance & Accounting,0.5902842
1310,Creative & Design,Finance & Accounting,0.7376858
1311,Creative & Design,Finance & Accounting,0.7016585
1312,Creative & Design,Finance & Accounting,0.6727661
1313,Creative & Design,Finance & Accounting,0.663259
1314,Creative & Design,Finance & Accounting,0.6607113
1315,Creative & Design,Finance & Accounting,0.6423809
1316,Creative & Design,Finance & Accounting,0.72333497
1317,Creative & Design,Finance & Accounting,0.7024171
1318,Creative & Design,Finance & Accounting,0.5963725
1319,Creative & Design,Finance & Accounting,0.74060655
1320,Creative & Design,Finance & Accounting,0.640512
1321,HR & Operations,Finance & Accounting,0.66221356
1322,Other Services,Finance & Accounting,0.6713797
1323,Tech & IT,Tech & IT,0.7016092
1324,Other Services,Finance & Accounting,0.71022433
1325,Healthcare,Finance & Accounting,0.66774565
1326,Education,Finance & Accounting,0.6577317
1327,Manufacturing & Construction,Finance & Accounting,0.71446115
1328,Creative & Design,Finance & Accounting,0.7108469
1329,Healthcare,Finance & Accounting,0.6400518
1330,Other Services,Finance & Accounting,0.7463807
1331,Healthcare,Finance & Accounting,0.673665
1332,HR & Operations,Finance & Accounting,0.6223368
1333,Healthcare,Finance & Accounting,0.6495961
1334,Other Services,Finance & Accounting,0.76699257
1335,Finance & Accounting,Finance & Accounting,0.64601463
1336,Finance & Accounting,Finance & Accounting,0.730886
1337,Finance & Accounting,Finance & Accounting,0.66536796
1338,Healthcare,Finance & Accounting,0.7573897
1339,Finance & Accounting,Finance & Accounting,0.67257017
1340,Healthcare,Finance & Accounting,0.75270224
1341,Healthcare,Finance & Accounting,0.72956675
1342,Healthcare,Finance & Accounting,0.6360115
1343,Healthcare,Finance & Accounting,0.7521807
1344,Tech & IT,Tech & IT,0.8019269
1345,Healthcare,Finance & Accounting,0.54805243
1346,Finance & Accounting,Finance & Accounting,0.7003081
1347,Other Services,Finance & Accounting,0.741104
1348,Manufacturing & Construction,Tech & IT,0.68319476
1349,Tech & IT,Finance & Accounting,0.6877734
1350,Healthcare,Finance & Accounting,0.62861425
1351,Other Services,Finance & Accounting,0.67309374
1352,Other Services,Finance & Accounting,0.79042727
1353,Finance & Accounting,Finance & Accounting,0.7907161
1354,HR & Operations,Finance & Accounting,0.6729667
1355,Healthcare,Finance & Accounting,0.60319054
1356,Tech & IT,Finance & Accounting,0.6499493
1357,Hospitality & Food,Finance & Accounting,0.627429
1358,Hospitality & Food,Finance & Accounting,0.5601872
1359,Hospitality & Food,Finance & Accounting,0.6811768
1360,Hospitality & Food,Finance & Accounting,0.5634285
1361,Hospitality & Food,Finance & Accounting,0.6198124
1362,Hospitality & Food,Finance & Accounting,0.5263669
1363,Hospitality & Food,Finance & Accounting,0.60966605
1364,Hospitality & Food,Finance & Accounting,0.5659748
1365,Hospitality & Food,Finance & Accounting,0.6057985
1366,Hospitality & Food,Finance & Accounting,0.6229335
1367,Hospitality & Food,Finance & Accounting,0.542195
1368,Hospitality & Food,Finance & Accounting,0.614614
1369,Hospitality & Food,Finance & Accounting,0.60976446
1370,Hospitality & Food,Finance & Accounting,0.5124835
1371,Hospitality & Food,Finance & Accounting,0.6295911
1372,Hospitality & Food,Finance & Accounting,0.4568315
1373,Hospitality & Food,Finance & Accounting,0.5995836
1374,Hospitality & Food,Finance & Accounting,0.571074
1375,Hospitality & Food,Finance & Accounting,0.5117197
1376,Hospitality & Food,Finance & Accounting,0.5804262
1377,Hospitality & Food,Finance & Accounting,0.6202241
1378,Hospitality & Food,Finance & Accounting,0.56071985
1379,Hospitality & Food,Finance & Accounting,0.5625831
1380,Hospitality & Food,Finance & Accounting,0.48504746
1381,Hospitality & Food,Finance & Accounting,0.54198396
1382,Hospitality & Food,Finance & Accounting,0.52429736
1383,Hospitality & Food,Finance & Accounting,0.65637195
1384,Hospitality & Food,Finance & Accounting,0.62082857
1385,Hospitality & Food,Finance & Accounting,0.668629
1386,Hospitality & Food,Finance & Accounting,0.50893724
1387,Hospitality & Food,Finance & Accounting,0.5542796
1388,Hospitality & Food,Finance & Accounting,0.5486672
1389,Hospitality & Food,Finance & Accounting,0.6655558
1390,Hospitality & Food,Finance & Accounting,0.5407747
1391,Hospitality & Food,Finance & Accounting,0.527369
1392,Hospitality & Food,Finance & Accounting,0.57999825
1393,Hospitality & Food,Finance & Accounting,0.50265086
1394,Hospitality & Food,Finance & Accounting,0.61024976
1395,Hospitality & Food,Finance & Accounting,0.5872592
1396,Hospitality & Food,Finance & Accounting,0.7029745
1397,Hospitality & Food,Finance & Accounting,0.5740674
1398,Hospitality & Food,Finance & Accounting,0.5846613
1399,Hospitality & Food,Finance & Accounting,0.5048873
1400,Hospitality & Food,Finance & Accounting,0.567507
1401,Hospitality & Food,Finance & Accounting,0.57504773
1402,Hospitality & Food,Finance & Accounting,0.65760994
1403,Hospitality & Food,Finance & Accounting,0.5794335
1404,Hospitality & Food,Finance & Accounting,0.44572693
1405,Hospitality & Food,Finance & Accounting,0.5860499
1406,Hospitality & Food,Finance & Accounting,0.578375
1407,Hospitality & Food,Finance & Accounting,0.567069
1408,Hospitality & Food,Finance & Accounting,0.5395087
1409,Hospitality & Food,Finance & Accounting,0.58498263
1410,Hospitality & Food,Finance & Accounting,0.4879743
1411,Hospitality & Food,Finance & Accounting,0.56131786
1412,Hospitality & Food,Finance & Accounting,0.42495146
1413,Hospitality & Food,Finance & Accounting,0.5225868
1414,Hospitality & Food,Finance & Accounting,0.5635874
1415,Hospitality & Food,Finance & Accounting,0.6084964
1416,Hospitality & Food,Finance & Accounting,0.51254785
1417,Hospitality & Food,Finance & Accounting,0.5712966
1418,Hospitality & Food,Finance & Accounting,0.6171621
1419,Hospitality & Food,Finance & Accounting,0.6321866
1420,Hospitality & Food,Finance & Accounting,0.46118116
1421,Hospitality & Food,Finance & Accounting,0.53217745
1422,Hospitality & Food,Finance & Accounting,0.44501233
1423,Hospitality & Food,Finance & Accounting,0.5226301
1424,Hospitality & Food,Finance & Accounting,0.5041504
1425,Hospitality & Food,Finance & Accounting,0.54470706
1426,Hospitality & Food,Finance & Accounting,0.5981589
1427,Hospitality & Food,Finance & Accounting,0.5085405
1428,Hospitality & Food,Finance & Accounting,0.5932658
1429,Hospitality & Food,Finance & Accounting,0.46156347
1430,Hospitality & Food,Finance & Accounting,0.5121144
1431,Hospitality & Food,Finance & Accounting,0.6174917
1432,Hospitality & Food,Finance & Accounting,0.5800269
1433,Hospitality & Food,Finance & Accounting,0.601884
1434,Hospitality & Food,Finance & Accounting,0.4715591
1435,Hospitality & Food,Finance & Accounting,0.6253054
1436,Hospitality & Food,Finance & Accounting,0.557986
1437,Hospitality & Food,Finance & Accounting,0.53443706
1438,Hospitality & Food,Finance & Accounting,0.430368
1439,Hospitality & Food,Finance & Accounting,0.5198963
1440,Hospitality & Food,Finance & Accounting,0.47476166
1441,Hospitality & Food,Finance & Accounting,0.5036012
1442,Hospitality & Food,Finance & Accounting,0.5969408
1443,Hospitality & Food,Finance & Accounting,0.5576296
1444,Hospitality & Food,Finance & Accounting,0.6207073
1445,Hospitality & Food,Finance & Accounting,0.7340393
1446,Hospitality & Food,Finance & Accounting,0.5374208
1447,Hospitality & Food,Finance & Accounting,0.59983796
1448,Hospitality & Food,Finance & Accounting,0.4767823
1449,Hospitality & Food,Finance & Accounting,0.47564232
1450,Hospitality & Food,Finance & Accounting,0.46811423
1451,Hospitality & Food,Finance & Accounting,0.5739954
1452,Other Services,Finance & Accounting,0.65633744
1453,Other Services,Finance & Accounting,0.55944204
1454,Education,Finance & Accounting,0.68211484
1455,Creative & Design,Finance & Accounting,0.6575321
1456,Creative & Design,Finance & Accounting,0.50286627
1457,Hospitality & Food,Finance & Accounting,0.6219521
1458,Hospitality & Food,Finance & Accounting,0.42175058
1459,Other Services,Finance & Accounting,0.61858904
1460,HR & Operations,Finance & Accounting,0.694453
1461,Hospitality & Food,Finance & Accounting,0.6507939
1462,HR & Operations,Finance & Accounting,0.5910468
1463,Other Services,Finance & Accounting,0.7193681
1464,Healthcare,Finance & Accounting,0.6398579
1465,Hospitality & Food,Finance & Accounting,0.60457224
1466,Healthcare,Finance & Accounting,0.69276524
1467,Creative & Design,Finance & Accounting,0.66869
1468,Other Services,Finance & Accounting,0.5528268
1469,Hospitality & Food,Finance & Accounting,0.6427503
1470,Hospitality & Food,Finance & Accounting,0.57890093
1471,Education,Creative & Design,0.5606492
1472,Finance & Accounting,Finance & Accounting,0.7249735
1473,Hospitality & Food,Finance & Accounting,0.56102705
1474,Hospitality & Food,Finance & Accounting,0.5687604
1475,Finance & Accounting,Finance & Accounting,0.832281
1476,Finance & Accounting,Finance & Accounting,0.6516334
1477,Healthcare,Finance & Accounting,0.7029756
1478,Finance & Accounting,Finance & Accounting,0.7052548
1479,Finance & Accounting,Finance & Accounting,0.73391604
1480,Finance & Accounting,Finance & Accounting,0.8114546
1481,Finance & Accounting,Finance & Accounting,0.7466543
1482,Finance & Accounting,Finance & Accounting,0.73600435
1483,Finance & Accounting,Finance & Accounting,0.7568431
1484,Finance & Accounting,Finance & Accounting,0.7935988
1485,Finance & Accounting,Finance & Accounting,0.7577958
1486,Finance & Accounting,Finance & Accounting,0.8073849
1487,Finance & Accounting,Finance & Accounting,0.7536984
1488,Other Services,Finance & Accounting,0.7564806
1489,Finance & Accounting,Finance & Accounting,0.7852988
1490,Finance & Accounting,Finance & Accounting,0.7621198
1491,Finance & Accounting,Finance & Accounting,0.7505285
1492,Finance & Accounting,Finance & Accounting,0.7326137
1493,Finance & Accounting,Finance & Accounting,0.7068824
1494,Finance & Accounting,Finance & Accounting,0.7488137
1495,Finance & Accounting,Finance & Accounting,0.80127543
1496,Finance & Accounting,Finance & Accounting,0.78382814
1497,Finance & Accounting,Finance & Accounting,0.7603005
1498,Finance & Accounting,Finance & Accounting,0.7210665
1499,Finance & Accounting,Finance & Accounting,0.78989387
1500,Finance & Accounting,Finance & Accounting,0.76670665
1501,Other Services,Finance & Accounting,0.7149819
1502,Finance & Accounting,Finance & Accounting,0.72239715
1503,Finance & Accounting,Finance & Accounting,0.7233685
1504,Finance & Accounting,Finance & Accounting,0.650766
1505,Finance & Accounting,Finance & Accounting,0.76084054
1506,Finance & Accounting,Finance & Accounting,0.76817906
1507,Finance & Accounting,Finance & Accounting,0.72488344
1508,Creative & Design,Finance & Accounting,0.6117946
1509,Finance & Accounting,Finance & Accounting,0.7621198
1510,Finance & Accounting,Finance & Accounting,0.7322444
1511,Other Services,Finance & Accounting,0.7318796
1512,Finance & Accounting,Finance & Accounting,0.6024631
1513,Finance & Accounting,Finance & Accounting,0.7310926
1514,Finance & Accounting,Finance & Accounting,0.7431197
1515,Finance & Accounting,Finance & Accounting,0.76793814
1516,Finance & Accounting,Finance & Accounting,0.6663472
1517,Finance & Accounting,Finance & Accounting,0.7738287
1518,Finance & Accounting,Finance & Accounting,0.76714826
1519,Finance & Accounting,Finance & Accounting,0.62213063
1520,Finance & Accounting,Finance & Accounting,0.78162885
1521,Finance & Accounting,Finance & Accounting,0.69086015
1522,Finance & Accounting,Finance & Accounting,0.7813515
1523,Other Services,Finance & Accounting,0.67640936
1524,Finance & Accounting,Finance & Accounting,0.6713952
1525,Finance & Accounting,Finance & Accounting,0.7519662
1526,Other Services,Finance & Accounting,0.6288737
1527,Finance & Accounting,Finance & Accounting,0.733754
1528,Finance & Accounting,Finance & Accounting,0.81065285
1529,Finance & Accounting,Finance & Accounting,0.7867736
1530,Finance & Accounting,Finance & Accounting,0.7652147
1531,Finance & Accounting,Finance & Accounting,0.7581488
1532,Finance & Accounting,Finance & Accounting,0.74074286
1533,Other Services,Finance & Accounting,0.6420145
1534,Finance & Accounting,Finance & Accounting,0.7994509
1535,Finance & Accounting,Finance & Accounting,0.7361115
1536,Finance & Accounting,Finance & Accounting,0.8021462
1537,Finance & Accounting,Finance & Accounting,0.7284609
1538,Finance & Accounting,Finance & Accounting,0.7711711
1539,Finance & Accounting,Finance & Accounting,0.69680107
1540,Finance & Accounting,Finance & Accounting,0.80766964
1541,Finance & Accounting,Finance & Accounting,0.752886
1542,Finance & Accounting,Finance & Accounting,0.7194637
1543,Creative & Design,Finance & Accounting,0.60857916
1544,Finance & Accounting,Finance & Accounting,0.7395605
1545,Finance & Accounting,Finance & Accounting,0.8370399
1546,Tech & IT,Finance & Accounting,0.792837
1547,Finance & Accounting,Finance & Accounting,0.67112124
1548,Finance & Accounting,Finance & Accounting,0.78808665
1549,Finance & Accounting,Finance & Accounting,0.77133906
1550,Finance & Accounting,Finance & Accounting,0.75130457
1551,Finance & Accounting,Finance & Accounting,0.7489916
1552,Finance & Accounting,Finance & Accounting,0.7005531
1553,Finance & Accounting,Finance & Accounting,0.77219945
1554,Finance & Accounting,Finance & Accounting,0.66987264
1555,Finance & Accounting,Finance & Accounting,0.8053836
1556,Finance & Accounting,Finance & Accounting,0.77232003
1557,Finance & Accounting,Finance & Accounting,0.7620944
1558,Finance & Accounting,Finance & Accounting,0.7502155
1559,Finance & Accounting,Finance & Accounting,0.76400685
1560,Finance & Accounting,Finance & Accounting,0.74089634
1561,Finance & Accounting,Finance & Accounting,0.74990094
1562,Finance & Accounting,Finance & Accounting,0.7552705
1563,Finance & Accounting,Finance & Accounting,0.7383581
1564,Finance & Accounting,Finance & Accounting,0.7458608
1565,Finance & Accounting,Finance & Accounting,0.81138575
1566,Finance & Accounting,Finance & Accounting,0.6531728
1567,Finance & Accounting,Finance & Accounting,0.7749449
1568,Finance & Accounting,Finance & Accounting,0.7622354
1569,Finance & Accounting,Finance & Accounting,0.73922694
1570,Finance & Accounting,Finance & Accounting,0.784072
1571,Finance & Accounting,Finance & Accounting,0.75513506
1572,Healthcare,Finance & Accounting,0.57620263
1573,Finance & Accounting,Finance & Accounting,0.77486116
1574,Finance & Accounting,Finance & Accounting,0.79710746
1575,Finance & Accounting,Finance & Accounting,0.6201602
1576,Finance & Accounting,Finance & Accounting,0.7698692
1577,Finance & Accounting,Finance & Accounting,0.748315
1578,Finance & Accounting,Finance & Accounting,0.76163965
1579,Finance & Accounting,Finance & Accounting,0.7895289
1580,Finance & Accounting,Finance & Accounting,0.7985402
1581,Finance & Accounting,Finance & Accounting,0.75577724
1582,Finance & Accounting,Finance & Accounting,0.67799574
1583,HR & Operations,Finance & Accounting,0.70956933
1584,Finance & Accounting,Finance & Accounting,0.77749145
1585,Finance & Accounting,Finance & Accounting,0.73166275
1586,Finance & Accounting,Finance & Accounting,0.77968276
1587,Finance & Accounting,Finance & Accounting,0.728461
1588,Finance & Accounting,Finance & Accounting,0.7615125
1589,Finance & Accounting,Finance & Accounting,0.7803475
1590,Finance & Accounting,Finance & Accounting,0.7782694
1591,Finance & Accounting,Finance & Accounting,0.76043856
1592,Finance & Accounting,Finance & Accounting,0.79259694
1593,Other Services,Finance & Accounting,0.64148986
1594,Other Services,Finance & Accounting,0.6948379
1595,Creative & Design,Finance & Accounting,0.6091869
1596,Manufacturing & Construction,Finance & Accounting,0.63018763
1597,Other Services,Finance & Accounting,0.6492678
1598,Other Services,Finance & Accounting,0.61060315
1599,Other Services,Finance & Accounting,0.6146419
1600,Creative & Design,Creative & Design,0.71611077
1601,Other Services,Finance & Accounting,0.6141396
1602,Other Services,Finance & Accounting,0.5567548
1603,Other Services,Finance & Accounting,0.5839482
1604,Creative & Design,Finance & Accounting,0.6208475
1605,Manufacturing & Construction,Finance & Accounting,0.6575722
1606,HR & Operations,Finance & Accounting,0.62743473
1607,Other Services,Finance & Accounting,0.6495113
1608,Tech & IT,Finance & Accounting,0.75820756
1609,Creative & Design,Finance & Accounting,0.6916115
1610,Other Services,Finance & Accounting,0.65049374
1611,Healthcare,Finance & Accounting,0.4980132
1612,Other Services,Finance & Accounting,0.73877966
1613,Finance & Accounting,Finance & Accounting,0.79606664
1614,Creative & Design,Finance & Accounting,0.66717815
1615,Education,Finance & Accounting,0.6068822
1616,Other Services,Finance & Accounting,0.6660856
1617,Healthcare,Finance & Accounting,0.61091936
1618,HR & Operations,Finance & Accounting,0.6119434
1619,Creative & Design,Finance & Accounting,0.6217034
1620,Other Services,Finance & Accounting,0.6890175
1621,Other Services,Finance & Accounting,0.56243783
1622,Creative & Design,Creative & Design,0.5216867
1623,Finance & Accounting,Finance & Accounting,0.76008403
1624,Manufacturing & Construction,Finance & Accounting,0.6829717
1625,Finance & Accounting,Finance & Accounting,0.7597989
1626,Finance & Accounting,Finance & Accounting,0.7798677
1627,Finance & Accounting,Finance & Accounting,0.72974336
1628,Creative & Design,Creative & Design,0.6197722
1629,Other Services,Finance & Accounting,0.7467295
1630,Creative & Design,Creative & Design,0.59908414
1631,Other Services,Finance & Accounting,0.6499555
1632,Manufacturing & Construction,Finance & Accounting,0.7331042
1633,Other Services,Finance & Accounting,0.6783755
1634,Creative & Design,Finance & Accounting,0.611984
1635,Creative & Design,Creative & Design,0.6578005
1636,Creative & Design,Creative & Design,0.6783392
1637,Other Services,Finance & Accounting,0.5858309
1638,Creative & Design,Creative & Design,0.6285329
1639,Finance & Accounting,Finance & Accounting,0.73008835
1640,Other Services,Finance & Accounting,0.71265143
1641,Tech & IT,Finance & Accounting,0.7865306
1642,Finance & Accounting,Finance & Accounting,0.7010404
1643,Other Services,Finance & Accounting,0.6358749
1644,Healthcare,Finance & Accounting,0.578256
1645,Other Services,Finance & Accounting,0.5547092
1646,Other Services,Finance & Accounting,0.5327201
1647,Other Services,Finance & Accounting,0.64747953
1648,Other Services,Finance & Accounting,0.7438039
1649,Manufacturing & Construction,Finance & Accounting,0.54295874
1650,Manufacturing & Construction,Finance & Accounting,0.6655553
1651,Manufacturing & Construction,Finance & Accounting,0.6992635
1652,Finance & Accounting,Finance & Accounting,0.7623043
1653,Other Services,Finance & Accounting,0.45575702
1654,Other Services,Finance & Accounting,0.6057688
1655,Other Services,Finance & Accounting,0.68091893
1656,Other Services,Finance & Accounting,0.7121997
1657,Creative & Design,Creative & Design,0.5945709
1658,Other Services,Finance & Accounting,0.7304113
1659,Other Services,Finance & Accounting,0.5971825
1660,Creative & Design,Finance & Accounting,0.50465405
1661,Finance & Accounting,Finance & Accounting,0.7150692
1662,Healthcare,Finance & Accounting,0.5331891
1663,Finance & Accounting,Finance & Accounting,0.7383244
1664,Creative & Design,Finance & Accounting,0.6588866
1665,Creative & Design,Finance & Accounting,0.71642613
1666,Tech & IT,Finance & Accounting,0.7771666
1667,Other Services,Finance & Accounting,0.69543886
1668,Healthcare,Finance & Accounting,0.7566297
1669,Creative & Design,Finance & Accounting,0.6360494
1670,Creative & Design,Finance & Accounting,0.6329504
1671,Manufacturing & Construction,Finance & Accounting,0.7663568
1672,Other Services,Finance & Accounting,0.70495665
1673,HR & Operations,Finance & Accounting,0.7386148
1674,Creative & Design,Finance & Accounting,0.51053447
1675,Finance & Accounting,Finance & Accounting,0.7319044
1676,Healthcare,Finance & Accounting,0.6533219
1677,Other Services,Finance & Accounting,0.6642368
1678,Other Services,Finance & Accounting,0.6189606
1679,Finance & Accounting,Finance & Accounting,0.7779831
1680,Other Services,Finance & Accounting,0.69870657
1681,Creative & Design,Creative & Design,0.5795475
1682,Finance & Accounting,Finance & Accounting,0.7252142
1683,Finance & Accounting,Finance & Accounting,0.7501967
1684,Other Services,Finance & Accounting,0.6380737
1685,Other Services,Finance & Accounting,0.6154135
1686,Education,Finance & Accounting,0.6569801
1687,Creative & Design,Finance & Accounting,0.5398835
1688,Manufacturing & Construction,Finance & Accounting,0.6094644
1689,Finance & Accounting,Finance & Accounting,0.7203525
1690,Manufacturing & Construction,Tech & IT,0.7087012
1691,Manufacturing & Construction,Finance & Accounting,0.6825343
1692,Manufacturing & Construction,Finance & Accounting,0.77356315
1693,Manufacturing & Construction,Tech & IT,0.5985751
1694,Manufacturing & Construction,Finance & Accounting,0.6187717
1695,Tech & IT,Tech & IT,0.74327725
1696,Manufacturing & Construction,Tech & IT,0.73093045
1697,Manufacturing & Construction,Finance & Accounting,0.6883614
1698,Manufacturing & Construction,Tech & IT,0.6985201
1699,Manufacturing & Construction,Tech & IT,0.69518024
1700,Manufacturing & Construction,Finance & Accounting,0.6909313
1701,Manufacturing & Construction,Finance & Accounting,0.72469
1702,Finance & Accounting,Finance & Accounting,0.771536
1703,Manufacturing & Construction,Tech & IT,0.72986686
1704,Manufacturing & Construction,Tech & IT,0.48626554
1705,Manufacturing & Construction,Finance & Accounting,0.72060573
1706,Manufacturing & Construction,Tech & IT,0.6193924
1707,Tech & IT,Tech & IT,0.7085001
1708,Tech & IT,Finance & Accounting,0.7644443
1709,Manufacturing & Construction,Tech & IT,0.69640267
1710,Manufacturing & Construction,Tech & IT,0.74965334
1711,Other Services,Finance & Accounting,0.7246443
1712,Tech & IT,Tech & IT,0.7520243
1713,Manufacturing & Construction,Finance & Accounting,0.6604744
1714,Manufacturing & Construction,Finance & Accounting,0.660285
1715,Manufacturing & Construction,Tech & IT,0.6785591
1716,Manufacturing & Construction,Tech & IT,0.5939199
1717,Manufacturing & Construction,Tech & IT,0.6189675
1718,Finance & Accounting,Finance & Accounting,0.77756965
1719,Manufacturing & Construction,Finance & Accounting,0.6977323
1720,Manufacturing & Construction,Tech & IT,0.7383962
1721,Manufacturing & Construction,Finance & Accounting,0.71634823
1722,Tech & IT,Tech & IT,0.7339414
1723,Manufacturing & Construction,Finance & Accounting,0.6335989
1724,Manufacturing & Construction,Tech & IT,0.71815026
1725,Manufacturing & Construction,Finance & Accounting,0.7424824
1726,Manufacturing & Construction,Finance & Accounting,0.7624626
1727,Manufacturing & Construction,Tech & IT,0.6411004
1728,Manufacturing & Construction,Creative & Design,0.67185336
1729,Manufacturing & Construction,Finance & Accounting,0.53713393
1730,Manufacturing & Construction,Finance & Accounting,0.65669364
1731,Manufacturing & Construction,Tech & IT,0.7455737
1732,Manufacturing & Construction,Finance & Accounting,0.73425967
1733,Manufacturing & Construction,Finance & Accounting,0.7065759
1734,Manufacturing & Construction,Tech & IT,0.71270835
